KREIS;GEMEINDE;TYP;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT;NORDWERT;GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;AKTENZEICHEN;DATENDATUM;DATENQUELLE
Dithmarschen;Wrohm;Vestas V112 3 MW;Vestas;94;112;106,5 dB(A)/106,5 dB(A);3000;kW Nennleist. Rotor.;526752;6006722;25.03.2015;23.12.2015;in Betrieb;51086419252;0002;G10/2013/039;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Wrohm;Vestas V112 3 MW;Vestas;94;112;106,5 dB(A)/102,5 dB(A);3000;kW Nennleist. Rotor.;526165;6006460;10.03.2014;21.10.2014;in Betrieb;51086419252;0003;G10/2013/040;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Wrohm;Vestas V112 3 MW;Vestas;94;112;106,5;3000;kW Nennleist. Rotor.;526532;6006391;10.03.2014;30.10.2014;in Betrieb;51086419252;0004;G10/2013/041;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Osterrade;Vestas V112 3 MW;Vestas;94;112;106,5;3000;kW Nennleist. Rotor.;526960;6006372;10.03.2014;07.11.2014;in Betrieb;51086419252;0005;G10/2013/042;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Wrohm;Vestas V112 3 MW;Vestas;94;112;106,5 dB(A)/102,5 dB(A);3000;kW Nennleist. Rotor.;525867;6006138;25.03.2015;30.12.2015;in Betrieb;51086419252;0006;G10/2013/043;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Wrohm;Vestas V112 3 MW;Vestas;94;112;106,5 dB(A)/106,5 dB(A);3000;kW Nennleist. Rotor.;526252;6006125;25.03.2015;29.12.2015;in Betrieb;51086419252;0007;G10/2013/044;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Osterrade;Vestas V112 3 MW;Vestas;94;112;106,5;3000;kW Nennleist. Rotor.;526727;6006079;13.03.2014;31.10.2014;in Betrieb;51086419252;0008;G10/2013/045;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Osterrade;Vestas V112 3 MW;Vestas;94;112;106,5 dB(A)/104,5 dB(A);3000;kW Nennleist. Rotor.;525768;6005755;13.03.2014;13.10.2014;in Betrieb;51086419252;0009;G10/2013/046;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Osterrade;Vestas V112 3 MW;Vestas;94;112;106,5;3000;kW Nennleist. Rotor.;526104;6005802;24.03.2014;11.11.2014;in Betrieb;51086419252;0010;G10/2013/047;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Osterrade;Vestas V112 3 MW;Vestas;94;112;106,5 dB(A)/106,5 dB(A);3000;kW Nennleist. Rotor.;526466;6005834;25.03.2015;17.12.2015;in Betrieb;51086419252;0011;G10/2013/048;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;WKA Enercon E-70 E4 149,5 m;Enercon;113,5;71;104,5 dB(A)/104,5 dB(A);2300;kW Nennleist. Rotor.;495114;6004472;27.10.2016;23.04.2018;in Betrieb;51093000002;0001;G10/2015/044;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;WKA Enercon E-82 E2 149 m;Enercon;108;82;104,5 dB(A)/100,0 dB(A);2300;kW Nennleist. Rotor.;495264;6004262;27.10.2016;07.05.2018;in Betrieb;51093000002;0002;G10/2015/041;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E 82;Enercon;108;82;104,5 dB(A)/101,0 dB(A);2300;kW Nennleist. Rotor.;493057;6004011;;;im Gen.Verf.;51093000003;0002;G10/2015/091;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Vestas V47 660 kW;Vestas;60;47;100,7 dB(A)/100,7 dB(A);660;kW Nennleist. Rotor.;495156;6004003;22.04.1998;01.06.1999;in Betrieb;51093514279;0003;97/1/02270/093;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Vestas V47 660 kW;Vestas;60;47;100,7 dB(A)/100,7 dB(A);660;kW Nennleist. Rotor.;495106;6003801;22.04.1998;01.06.1999;in Betrieb;51093514279;0004;97/1/02270/093;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/97,5 dB(A);2300;kW Nennleist. Rotor.;492486;6003086;07.08.2013;16.12.2014;in Betrieb;51093514281;0001;G10/2011/089;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/97,5 dB(A);2300;kW Nennleist. Rotor.;493218;6002724;07.08.2013;29.12.2014;in Betrieb;51093514281;0002;G10/2011/090;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/103 dB(A);2300;kW Nennleist. Rotor.;492411;6002889;07.08.2013;15.12.2014;in Betrieb;51093514281;0003;G10/2011/091;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/103 dB(A);2300;kW Nennleist. Rotor.;492660;6002727;07.08.2013;15.12.2014;in Betrieb;51093514281;0004;G10/2011/092;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/103 dB(A);2300;kW Nennleist. Rotor.;492875;6002536;07.08.2013;29.12.2014;in Betrieb;51093514281;0005;G10/2011/093;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/103 dB(A);2300;kW Nennleist. Rotor.;493150;6002506;07.08.2013;19.12.2014;in Betrieb;51093514281;0006;G10/2011/094;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/103 dB(A);2300;kW Nennleist. Rotor.;493439;6002279;07.08.2013;15.12.2014;in Betrieb;51093514281;0007;G10/2011/095;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/103 dB(A);2300;kW Nennleist. Rotor.;493535;6002608;07.08.2013;15.12.2014;in Betrieb;51093514281;0008;G10/2011/096;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Reinsbüttel;Enercon E-70 E4;Enercon;64;71;97,5;2300;kW Nennleist. Rotor.;495510;6004424;09.07.2013;04.11.2014;in Betrieb;51093514283;0001;G10/2012/112;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;Enercon E115 EP3 E3;Enercon;92;115,7;HZ /dB(A) | 63/82,6 | 125/87,8 | 250/90,3 | 500/92 | 1000/93,2 | 2000/94 | 4000/89,1 | 8000/ | SLP=99,5 dB(A) 104,8 dB(A);4200;kW Nennleist. Rotor.;505894;5984532;10.12.2018;05.03.2021;in Betrieb;51097000004;0001;G10/2015/174;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;Enercon E115 EP3 E3;Enercon;92;115,7;HZ /dB(A) | 63/83,4 | 125/88,8 | 250/91,6 | 500/93,5 | 1000/94,6 | 2000/95 | 4000/90,1 | 8000/ | SLP=100,7 dB(A)	104,8 dB(A);4200;kW Nennleist. Rotor.;506244;5984454;10.12.2018;19.03.2021;in Betrieb;51097000004;0002;G10/2015/175;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;Enercon E115 EP3 E3;Enercon;92;115,7;HZ /dB(A) | 63/83,9 | 125/89,3 | 250/92,1 | 500/94 | 1000/95,1 | 2000/95,5 | 4000/90,6 | 8000/ | SLP=101,2 dB(A)	104,8 dB(A);4200;kW Nennleist. Rotor.;505983;5984190;10.12.2018;26.02.2021;in Betrieb;51097000004;0003;G10/2015/176;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;Enercon E-115 EP3 E3;Enercon;92;115,71;HZ /dB(A) | 63/85,3 | 125/90,9 | 250/94,2 | 500/97,9 | 1000/98,2 | 2000/95,7 | 4000/87,8 | 8000/70,5 | SLP=103,3 dB(A);4200;kW Nennleist. Rotor.;506289;5984149;;;im Gen.Verf.;51097000004;0004;G10/2023/093;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;WKA Senvion 3.4M114;Senvion;93;104;105,2 dB(A) 99,9 dB(A);3400;kW Nennleist. Rotor.;505739;5982758;14.09.2016;31.05.2017;in Betrieb;51097000005;0001;G10/2015/177;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;WKA Enercon E92;Enercon;104;92;105,0 dB(A) 101,0dB(A);2350;kW Nennleist. Rotor.;506397;5981504;04.08.2016;27.01.2017;in Betrieb;51097515551;0003;G10/2015/082;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;WKA Enercon E92;Enercon;104;92;105,0dB(A),  100dB(A);2350;kW Nennleist. Rotor.;506124;5981450;04.08.2016;03.02.2017;in Betrieb;51097515551;0004;G10/2015/083;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;Repower MM 92;REpower;80;92,5;104,5;2000;kW Nennleist. Rotor.;505756;5981916;24.10.2005;23.11.2005;in Betrieb;51097515554;0001;G40/2005/022;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;REpower MM82;REpower;80;82;104,5;2000;kW Nennleist. Rotor.;506011;5981749;09.07.2007;30.12.2007;in Betrieb;51097515558;0001;G40/2006/126;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;WKA REpower MM 82;REpower;80;82;105,5;2050;kW Nennleist. Rotor.;505850;5981289;15.06.2010;25.11.2010;in Betrieb;51097515559;0003;G10/2009/050;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;WKA Enercon E92;Enercon;104;92;105dB(A), 101,0dB(A);2350;kW Nennleist. Rotor.;506293;5981760;04.08.2016;13.02.2017;in Betrieb;51097515559;0005;G10/2015/081;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;Vestas V44;Vestas;53;44;102,6;600;kW Nennleist. Rotor.;505778;5981492;18.04.1997;10.07.1998;in Betrieb;51097515560;0001;94/2/01439/119/BA-1;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;Repower MM 92;REpower;80;92,5;104,5;2000;kW Nennleist. Rotor.;505316;5981772;24.06.2005;20.09.2005;in Betrieb;51097515563;0002;G40/2004/022;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;REpower MM82;REpower;80;82;104,5;2000;kW Nennleist. Rotor.;505536;5981631;24.06.2005;28.09.2005;in Betrieb;51097515564;0003;G40/2005/022;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;WKA REpower 3.4M;REpower;98;104;105,6;3400;kW Nennleist. Rotor.;505476;5982520;02.09.2011;18.05.2012;in Betrieb;51097900003;0002;G10/2011/028;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;WKA REpower 3.4M;REpower;98;104;105,6dB(A)/104dB(A);3400;kW Nennleist. Rotor.;505999;5982245;02.09.2011;16.05.2012;in Betrieb;51097900003;0004;G10/2011/030;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;WKA REpower MM92;REpower;80;92,5;104,2dB(A)/103,0dB(A);2050;kW Nennleist. Rotor.;506157;5982008;02.09.2011;14.12.2011;in Betrieb;51097900005;0005;G10/2011/031;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;WKA REpower 3.2M 114;REpower;93;114;105,2dB(A)/103,5dB(A);3200;kW Nennleist. Rotor.;505947;5982547;02.09.2011;20.02.2012;in Betrieb;51097900006;0003;G10/2011/029;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;Repower 3.2M 114;REpower;93;114;105,2;3400;kW Nennleist. Rotor.;505277;5982735;02.09.2011;20.02.2012;in Betrieb;51097900007;0001;G10/2011/027;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Sankt Michaelisdonn;REpower 3.2M114;REpower;93;114;105,2 dB(A)/99,7 dB(A);3170;kW Nennleist. Rotor.;505768;5983091;06.02.2015;16.02.2016;in Betrieb;51097900012;0001;G10/2014/127;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70 E4;Enercon;85;71;101,8;2300;kW Nennleist. Rotor.;494317;6009921;02.06.2015;08.03.2016;in Betrieb;51105000011;0001;G10/2010/060;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70 E4;Enercon;85;71;101,8;2300;kW Nennleist. Rotor.;494542;6009913;05.08.2011;07.04.2014;in Betrieb;51105000012;0001;G10/2010/061;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70 E4;Enercon;85;71;101,8;2300;kW Nennleist. Rotor.;493864;6009619;05.08.2011;20.03.2001;in Betrieb;51105000013;0001;G10/2010/062;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-126 EP3 4 MW;Enercon;116;126;HZ /dB(A) | 63/81,3 | 125/87,8 | 250/90,5 | 500/93,8 | 1000/95,8 | 2000/94,2 | 4000/85,7 | 8000/69,1 | SLP=100,4 dB(A) (1300 kW s) Tag: 106,1 dB(A);4000;kW Nennleist. Rotor.;494621;6009278;05.09.2019;21.04.2021;in Betrieb;51105000014;0001;G10/2019/037;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-115 EP3 E3;Enercon;122;115,71;HZ /dB(A) | 63/79,9 | 125/85,1 | 250/87,7 | 500/89,6 | 1000/90,9 | 2000/91,8 | 4000/87,3 | 8000/ | SLP=97,2 dB(A)		106,5 dB(A);4200;kW Nennleist. Rotor.;497173;6011663;08.04.2020;31.05.2022;in Betrieb;51105000015;0001;G10/2019/132;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-115 EP3 E3;Enercon;122;115;HZ /dB(A) | 63/84,7 | 125/90 | 250/92,8 | 500/94,7 | 1000/95,8 | 2000/96,3 | 4000/91,7 | 8000/ | SLP=102 dB(A)	104,8 dB(A);4200;kW Nennleist. Rotor.;494510;6009557;03.11.2021;12.06.2023;in Betrieb;51105000021;0001;G10/2021/334;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Oesterwurth;Nordtank 500;Nordtank NTK;50;41;103,3;500;kW Nennleist. Rotor.;496237;6009286;24.03.1995;25.05.1995;in Betrieb;51105410676;0003;93/1/03029/105/BA-1;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;Enercon E-70 2,3 MW;Enercon;64;71;104,5;2300;kW Nennleist. Rotor.;496427;6009381;09.07.2007;10.05.2010;in Betrieb;51105410676;0011;G40/2007/018;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;REpower MD 70;REpower;65;70;103;1500;kW Nennleist. Rotor.;496700;6009730;31.07.2003;18.12.2003;in Betrieb;51105459801;0001;BA-0100-2003;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;Enercon E-48;Enercon;65;48;102,5;800;kW Nennleist. Rotor.;496521;6009701;26.06.2006;17.06.2009;in Betrieb;51105459806;0002;G40/2006/009;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70 E4;Enercon;85;71;100,9;2300;kW Nennleist. Rotor.;494336;6010175;04.08.2009;28.06.2010;in Betrieb;51105459809;0001;G40/2008/161;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-82;Enercon;84,6;82;104,5;2300;kW Nennleist. Rotor.;496690;6010228;16.06.2009;21.06.2010;in Betrieb;51105459810;0001;G40/2008/114;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Typ Enercon E-82;Enercon;84,6;82;101,3;2300;kW Nennleist. Rotor.;496359;6010170;24.06.2009;21.06.2010;in Betrieb;51105459810;0002;G40/2008/115;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Typ Enercon E-82;Enercon;84,6;82;104,5;2300;kW Nennleist. Rotor.;496274;6009908;25.06.2009;28.06.2010;in Betrieb;51105459810;0003;G40/2008/116;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Typ Enercon E-82;Enercon;84,6;82;104,5;2300;kW Nennleist. Rotor.;496651;6010008;25.06.2009;21.06.2010;in Betrieb;51105459810;0004;G40/2008/117;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;Tacke TW 500;Tacke;37;40;101,3 dB(A);500;kW Nennleist. Rotor.;496711;6010523;17.05.1994;31.12.1994;in Betrieb;51105459810;0021;93/1/02197/105/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;Tacke TW 600;Tacke;50;43;102,3 dB(A);600;kW Nennleist. Rotor.;496346;6009692;17.05.1994;31.12.1994;in Betrieb;51105459810;0027;93/1/02197/105/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;Tacke TW 500;Tacke;37;40;101,3 dB(A);500;kW Nennleist. Rotor.;496055;6009970;17.05.1994;31.12.1994;in Betrieb;51105459810;0028;93/1/02197/105/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;Tacke TW 500;Tacke;37;40;101,3 dB(A);500;kW Nennleist. Rotor.;496038;6009730;17.05.1994;31.12.1994;in Betrieb;51105459810;0029;93/1/02197/105/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;Tacke TW 600;Tacke;50;43;102,3 dB(A);600;kW Nennleist. Rotor.;496005;6009507;17.05.1994;31.12.1994;in Betrieb;51105459810;0030;93/1/02197/105/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;Typ Enercon E-48;Enercon;75,6;48;102,5;800;kW Nennleist. Rotor.;493816;6009824;17.10.2007;11.06.2008;in Betrieb;51105459811;0001;G40/2005/091;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;Enercon E-70 2,3 MW;Enercon;64;71;104,5 dB(A)/101,6 dB(A);2300;kW Nennleist. Rotor.;496480;6010565;10.11.2008;01.04.2010;in Betrieb;51105459813;0001;G40/2009/061;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-82 E3;Enercon;85;82;106 dB(A)/99,5 dB(A);3000;kW Nennleist. Rotor.;494009;6009399;04.08.2009;05.04.2012;in Betrieb;51105459814;0001;G40/2008/160;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70 E4;Enercon;85;71;101,8;2300;kW Nennleist. Rotor.;494027;6010211;05.08.2011;31.03.2014;in Betrieb;51105459816;0001;G10/2010/058;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70;Enercon;85;71;103,8;2300;kW Nennleist. Rotor.;496208;6009501;16.02.2010;31.08.2011;in Betrieb;51105459817;0002;G10/2009/116;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-82 E3;Enercon;84,5;82;106 dB(A)/105,8 dB(A);3000;kW Nennleist. Rotor.;493804;6010004;30.11.2010;12.04.2012;in Betrieb;51105459818;0002;G10/2011/010;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70 E4;Enercon;85;71;104,5 dB(A)/101,8 dB(A);2300;kW Nennleist. Rotor.;494037;6009800;20.04.2011;23.12.2011;in Betrieb;51105459818;0003;G10/2010/056;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70 E4;Enercon;85;71;105,5;2300;kW Nennleist. Rotor.;497027;6010653;18.02.2013;24.03.2014;in Betrieb;51105459819;0001;G10/2012/049;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70 E4;Enercon;85;71;104,5 dB(A)/101,8 dB(A);2300;kW Nennleist. Rotor.;494126;6010020;05.08.2011;24.03.2014;in Betrieb;51105459820;0001;G10/2010/059;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Schülp;WKA Enercon E-70;Enercon;85;71;104,5 dB(A)/101,8 dB(A);2300;kW Nennleist. Rotor.;493817;6010249;05.08.2011;10.04.2014;in Betrieb;51105459821;0001;G10/2010/057;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Stelle-Wittenwurth;WKA4 Enercon E115 EP3;Enercon;92;115,7;HZ /dB(A) | 63/86,5 | 125/92,2 | 250/95,3 | 500/97,9 | 1000/99,3 | 2000/99,8 | 4000/95,7 | 8000/82,5 | SLP=105,3 dB(A)	Tag 105,9 dB(A);4200;kW Nennleist. Rotor.;502306;6011806;;;im Gen.Verf.;51107000004;0001;G10/2019/247;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Stelle-Wittenwurth;Vestas V112-3.3 MW;Vestas;119;112;106,5 dB(A)/105,5 dB(A);3300;kW Nennleist. Rotor.;502696;6011678;25.06.2014;31.12.2014;in Betrieb;51107459828;0001;G10/2013/170;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Stelle-Wittenwurth;Vestas V112-3.3 MW;Vestas;119;112;106,5 dB(A)/105,5 dB(A);3300;kW Nennleist. Rotor.;502870;6011277;25.06.2014;31.12.2014;in Betrieb;51107459828;0002;G10/2013/171;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Stelle-Wittenwurth;Vestas V112-3.3 MW;Vestas;119;112;106,5 dB(A)/105,5 dB(A);3300;kW Nennleist. Rotor.;502948;6010776;25.06.2014;31.12.2014;in Betrieb;51107459828;0003;G10/2013/172;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Stelle-Wittenwurth;Vestas V112-3.3 MW;Vestas;119;112;106,5 dB(A)/105,5 dB(A);3300;kW Nennleist. Rotor.;502636;6012021;16.02.2015;01.12.2015;in Betrieb;51107459828;0004;G10/2014/083;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Stelle-Wittenwurth;Vestas V112-3.3 MW;Vestas;119;112;106,5 dB(A)/105,5 dB(A) ;3300;kW Nennleist. Rotor.;503027;6011609;26.02.2015;14.12.2015;in Betrieb;51107459828;0005;G10/2014/084;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Stelle-Wittenwurth;Vestas V112-3.3 MW;Vestas;119;112;106,5 dB(A)/105,5 dB(A);3300;kW Nennleist. Rotor.;503136;6011075;26.02.2015;17.12.2015;in Betrieb;51107459828;0006;G10/2014/085;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Stelle-Wittenwurth;Enercon E-115 EP3 E3 4.2MW;Enercon;122;115;"HZ /dB(A) | 63/87 | 125/92,7 | 250/95,9 | 500/98,4 | 1000/99,7 | 2000/99,9 | 4000/95 | 8000/80,1 | SLP=105,5 dB(A); Tag: 106,9 dB(A)";4200;kW Nennleist. Rotor.;503313;6010757;20.05.2020;10.03.2022;in Betrieb;51107459828;0007;G10/2019/248;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Strübbel;Senvion 3.2 ;Senvion;93;114;105,2 dB(A)/104,2 dB(A);3200;kW Nennleist. Rotor.;496574;6012921;07.12.2015;09.12.2016;in Betrieb;51108506989;0002;G10/2014/123;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Strübbel;Senvion 3.2 ;Senvion;93;114;105,2 dB(A)/103,5 dB(A);3200;kW Nennleist. Rotor.;496527;6012621;07.12.2015;14.11.2016;in Betrieb;51108506989;0003;G10/2014/124;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Strübbel;Senvion 3.2 ;Senvion;93;114;105,2 dB(A)/104,2 dB(A);3200;kW Nennleist. Rotor.;496583;6012279;07.12.2015;28.11.2016;in Betrieb;51108506989;0004;G10/2014/125;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Strübbel;Senvion 3.2 ;Senvion;93;114;105,2 dB(A)/102,7 dB(A);3200;kW Nennleist. Rotor.;496818;6012465;07.12.2015;08.12.2016;in Betrieb;51108506989;0005;G10/2014/126;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;Vestas V-47/660;Vestas;55;47;100,7 dB(A)/100,7 dB(A);660;kW Nennleist. Rotor.;495199;6004674;27.02.1998;01.02.1999;in Betrieb;51109000004;0003;97/1/02272/109/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;WKA Enercon E-82 E2;Enercon;85;71;104,5 dB(A)/104 dB(A);2300;kW Nennleist. Rotor.;492437;6006602;16.05.2013;08.05.2014;in Betrieb;51109000006;0001;G10/2013/002;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;WKA Enercon E-82 E2 ;Enercon;85;82;104,5 dB(A)/104 dB(A);2300;kW Nennleist. Rotor.;492481;6006379;16.05.2013;16.05.2014;in Betrieb;51109000006;0002;G10/2013/003;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;WKA Enercon E-115 EP3 E3;Enercon;121,87;115,7;HZ /dB(A) | 63/79,9 | 125/85,1 | 250/87,8 | 500/89,7 | 1000/90,8 | 2000/91,4 | 4000/86,6 | 8000/70,3 | SLP=97 dB(A);4200;kW Nennleist. Rotor.;494784;6004808;16.11.2021;25.08.2023;in Betrieb;51109000008;0001;G10/2021/223;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;Vestas V42/600kW;Vestas;50;42;103 dB(A)/103 dB(A);600;kW Nennleist. Rotor.;495446;6004726;07.08.1995;01.01.1999;in Betrieb;51109505142;0001;94/1/01178/109/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;Vestas V42/600kW;Vestas;50;42;103 dB(A)/103 dB(A);600;kW Nennleist. Rotor.;495544;6004978;21.08.1995;01.01.1999;in Betrieb;51109505142;0002;94/1/02333/109/BA;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;Enercon E-70;Enercon;64;71;104,5 dB(A)/97,5 dB(A);2300;kW Nennleist. Rotor.;495033;6004758;14.03.2008;31.05.2010;in Betrieb;51109505148;0001;G40/2007/096;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/104,5 dB(A);2300;kW Nennleist. Rotor.;492914;6004211;21.09.2010;02.08.2011;in Betrieb;51109505149;0001;G10/2009/142;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/104,5 dB(A);2300;kW Nennleist. Rotor.;493134;6004265;21.09.2010;28.07.2011;in Betrieb;51109505149;0002;G10/2009/143;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/104,5 dB(A);2300;kW Nennleist. Rotor.;493010;6004444;21.09.2010;02.08.2011;in Betrieb;51109505149;0003;G10/2009/144;10.10.2023;LfU SH, Abtl. 7
Dithmarschen;Süderdeich;WKA Enercon E-70 E4;Enercon;64;71;104,5 dB(A)/104,5 dB(A);2300;kW Nennleist. Rotor.;493227;6004482;21.09.2010;02.08.2011;in Betrieb;51109505149;0004;G10/2009/145;10.10.2023;LfU SH, Abtl. 7
